id_akd,date,title,description,sifat_rapat,id_jenis_agenda,id_masa_persidangan,tempat,status,id
Komisi IX,2025-04-30 10:00:00,Rapat Kerja Komisi IX DPR RI dengan Menteri Kependudukan dan Pembangunan Keluarga /BKKBN RI,"1. Membahas evaluasi strategi nasional percepatan penurunan stunting dan penguatan program keluarga berencana:
a. Capaian dan evaluasi program penurunan stunting, termasuk efektivitas Gerakan Genting di Triwulan II tahun 2025
b.Peninjauan kebijakan penempatan dan kesejahteraan tenaga PKB/PLKB.

2. Membahas strategi pengendalian kuantitas penduduk dan pencegahan pernikahan usia muda.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22953
Komisi VI,2025-04-29 14:56:00,RDP Komisi VI DPR RI Direktur Utama Perum Bulog.,"1. Evaluasi kinerja korporasi Tahun 2024;
2. Penyampaian rencana kerja dan roadmap korporasi Tahun 2025;
3. Progress report implementasi kebijakan Harga Pembelian Pemerintah (HPP) Gabah;
4. Strategi Mewujudkan Ketahanan Pangan Nasional; dan
5. Lain-Lain.",Terbuka,Rapat Dengar Pendapat,120.0,Ruang rapat Komisi VI DPR RI,Terjadwal,22952
Komisi VI,2025-04-29 11:08:00,RDP Komisi VI DPR RI Direktur Utama Perum Perhutan,"1. Perkenalan mitra kerja Komisi VI DPR RI;
2. Evaluasi kinerja korporasi Tahun 2024;
3. Penyampaian rencana kerja dan roadmap korporasi Tahun 2025; dan
4. Lain-Lain.
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang rapat Komisi VI DPR RI,Terjadwal,22951
Komisi V,2025-04-30 13:00:00,Raker Komisi V DPR RI dengan Menteri Perumahan dan Kawasan Permukiman,Membahas Program Kerja APBN TA 2025 (pagu sebelum dan setelah efisiensi) dan membahas Hasil Pemeriksaan BPK RI Semester I Tahun 2024,Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi V DPR RI (KK.V),Terjadwal,22950
,2025-04-29 11:00:00,Rapat Intern Komisi XII dengan Badan Keahlian DPR RI,"1. Brainstorming Draft RUU EBET (RUU carry over)
2. Penjelasan penyusunan Draft RUU Ketenagalistrikan
3. Penjelasan penyusunan Draft RUU Migas",Tertutup,Rapat Gabungan,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,22949
Komisi VII,2025-04-29 14:00:00,Rapat Kerja Komisi VII DPR RI dengan Menteri Perindustrian RI,"1. Implikasi Kebijakan Perdagangan Amerika Serikat terdahap Daya Saing Industri Nasional.
2. Arah Kebijakan dan Implementasi Insentif bagi pengembangan Sektor Industri Nasional",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi VII,Terjadwal,22948
Komisi VII,2025-04-29 12:00:00,Rapat Dengar Pendapat Umum Komisi VII DPR RI dengan DPRD Kota Banjarbaru,Audiensi DPRD Kota Banjarbaru,Terbuka,Rapat Internal,120.0,Ruang Rapat Komisi VII,Terjadwal,22947
,2025-04-29 10:00:00,RAPAT DENGAR PENDAPAT KOMISI XIII DPR RI DENGAN ESELON I KEMENTERIAN IMIGRASI DAN PEMASYARAKATAN RI,"1.	Evaluasi Kinerja dan Realisasi Anggaran Tahun 2024;
2.	Program Kerja dan Anggaran Tahun 2025.",Terbuka,Rapat Dengar Pendapat,120.0,"Ruang Rapat Komisi XIII DPR RI, Nusantara 2 Lantai 3",Terjadwal,22946
,2025-04-28 15:14:00,Rapat Internal Pansus RUU Pengelolaan Ruang Udara,"1. Menyusun dan Mengesahkan Jadwal acara dan Mekanisme Pembahasan.
2. Lain-lain.",Tertutup,Rapat Gabungan,120.0,"Ruang Rapat Set Banggar, Gedung Nusantara II Lantai 2",Terjadwal,22945
Komisi V,2025-04-29 13:00:00,Komisi V DPR RI Rapat Kerja dengan Menteri Desa dan Pembangunan Daerah Tertinggal dan Menteri Transmigrasi,Membahas Program Kerja APBN TA 2025 (Pagu sebelum dan setelah efisiensi) dan membahas hasil pemeriksaan BPK RI Semester I tahun 2024,Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi V DPR RI (KK.V),Terjadwal,22944
Komisi VIII,2025-04-29 13:00:00,"Rapat Kerja Komisi VIII DPR RI dengan Kepala BPH RI, RDP dengan Dirjen PHU Kemenag RI, Para Kepala Kanwil Kemenag Provinsi Embarkasi Haji Indonesia, dan Dirut PT. Garuda Indonesia, serta RDPU dengan Dirut PT. Lion Air, Dirut PT. Saudi Airlines","1. Pembahasan Persiapan Penyelenggaraan Ibadah Haji Tahun 1446 H/ 2025 M;  
2. Isu-isu Aktual
",Rahasia,Rapat Kerja,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,22943
Komisi VII,2025-04-28 19:00:00,Rapat Dengar Pendapat Panja RUU tentang Kepariwisataan Komisi VII DPR RI dengan Pemerintah,Melanjutkan Pembahasan DIM RUU tentang Kepariwisataan,Tertutup,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VII DPR RI,Terjadwal,22942
,2025-04-29 11:00:00,"Rapat Kerja Pansus RUU tentang Pengelolaan Udara dengan Menteri Pertahanan, Menteri Perhubungan, Menteri Hukum dan HAM, dan Pimpinan DPD RI","1.	Penjelasan Pemerintah mengenai RUU tentang Ruang Udara
2.	Pandangan Fraksi-fraksi DPR RI terhadap penjelasan Pemerintah
3.	Penyerahan DIM RUU tentang Pengelolaan Ruang Udara Carryover
",Terbuka,Rapat Kerja,120.0,Ruang Rapat Badan Legislasi ,Terjadwal,22941
Komisi VII,2025-04-28 14:00:00,Rapat Dengar Pendapat Komisi VII DPR RI dengan Badan Standardisasi Nasional RI,Membahas terkait Penguatan Standardisasi Nasional dalam menjawab tantangan perekonomian global,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VII,Terjadwal,22940
Komisi IX,2025-04-29 10:00:00,Rapat Kerja Komisi IX DPR RI dengan Menteri Kesehatan RI,"1. Pembahasan isu-isu krusial di sektor kesehatan, Permasalahan Program Pendidikan Dokter Spesialis (PPDS) termasuk evaluasi sistem pendidikan pembiayaan, distribusi peserta didik, dan kejelasan status hubungan kerja.
2. Persiapan penyelenggaraan pelayanan kesehatan haji tahun 2025, mencakup kesiapan tenaga kesehatan, logistik obat dan alat kesehatan, serta koordinasi lintas sektor untuk menjamin pelayanan yang optimal bagi jamaah haji Indonesia",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22939
,2025-04-28 15:00:00,Rapat Intern Pansus RUU tentang Pengelolaan Ruang Udara,Intern,Tertutup,Rapat Gabungan,120.0,Ruang Rapat Badan Anggaran DPR RI. Gd. Nusantara II Lt.2,Dibatalkan,22938
,2025-04-28 14:00:00,RDP Komisi XIII DPR RI dengan Pejabat Eselon I Kementerian HAM,"1. Evaluasi Kinerja dan Realisasi Anggaran Tahun 2024;
2. Program Kerja dan Anggaran Tahun 2025.",Terbuka,Rapat Dengar Pendapat,102.0,Ruang Rapat Komisi XIII DPR RI,Terjadwal,22937
Komisi IV,2025-04-28 13:00:00,Rapat Internal Panitia Kerja Penyusunan Rancangan Undang-Undang tentang Perubahan Keempat atas Undang-Undang Nomor 41 Tahun 1999 tentang Kehutanan,(RAPAT TERTUTUP),Tertutup,Rapat Gabungan,120.0,Ruang Rapat Komisi IV DPR RI (KK IV),Terjadwal,22936
Komisi IV,2025-04-28 11:00:00,Komisi IV DPR RI menerima Asosiasi Nelayan dan Pedagang Ikan (AMPD) Provinsi Gorontalo,Membahas Persoalan Nelayan di Provinsi Gorontalo,Tertutup,Rapat Internal,120.0,Ruang Rapat Komisi IV DPR RI (KK IV),Terjadwal,22935
Komisi IV,2025-04-28 09:00:00,Komisi IV DPR RI menerima Audensi Komisi B DPRD Kabupaten Bojonegoro,Membahas Serapan Gabah Petani Tahun 2025,Tertutup,Rapat Internal,120.0,Ruang Rapat Komisi IV DPR RI (KK IV),Terjadwal,22934
,2025-04-30 10:00:00,Badan Aspirasi Masyarakat (BAM) DPR RI RDPU dengan Perkumpulan Komunitas Peduli Konsumen Meikarta,Mendengarkan Aspirasi dari Perkumpulan Komunitas Peduli Konsumen Meikarta terkait Penyelesaian Permasalahan KPKM,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat BAM DPR RI Gedung Nusantara II lantai 2 ,Terjadwal,22933
,2025-04-28 10:30:00,RAPAT DENGAR PENDAPAT KOMISI XIII DPR RI DENGAN KETUA LPSK,"1.	Evaluasi Kinerja dan Realisasi Anggaran Tahun 2024;
2.	Program Kerja dan Anggaran Tahun 2025.
",Tertutup,Rapat Dengar Pendapat,120.0,"Ruang Rapat Komisi XIII, Gedung Nusantara II DPR RI, Lantai 3 Jl. Jenderal Gatot Subroto, Jakarta Pusat",Terjadwal,22932
,2025-04-28 14:00:00,"Rapat Dengar Pendapat Komisi XII dengan Dirjen Migas Kementerian ESDM RI, Kepala SKK Migas, Dirut PT PLN (Persero), dan Dirut PT PGN Tbk","1. Ketersediaan pasokan gas untuk Pembangkit dan Industri Pupuk
2. Rencana Pembangunan infrastruktur LNG untuk penyedia tenaga listrik
3. Lain-lain",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,22931
Komisi VII,2025-04-28 10:10:00,"Rapat Dengar Pendapat Umum Komisi VII DPR RI dengan Asosiasi Industri Tekstil, Industri Baja, Industri Agro dan Pangan, Industri Kesehatan, dan Industri Semen",Membahas dampak kebijakan insentif tarif dari Pemerintah Amerika Serikat,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi VII,Terjadwal,22930
Komisi XI,2025-04-28 14:00:00,Raker Komisi XI dengan Ketua dan Anggota DK OJK ,Tindak Lanjut putusan pengadilan di sektor perbankan,Rahasia,Rapat Kerja,120.0,Ruang Rapat Komisi XI,Terjadwal,22929
,2025-04-28 11:00:00,Rapat Dengar Pendapat Panja Migas Komisi XII dengan Plt Dirjen Migas Kementerian ESDM RI dan Kepala SKK Migas,"1.	Mekanisme dan ketentuan pengadaan di sektor hulu migas
2.	Lain-lain
",Tertutup,Seminar / Diskusi,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,22928
Komisi X,2025-04-28 14:00:00,Rapat Dengar Pendapat Komisi X DPR RI dengan Kepala Badan Riset dan Inovasi Nasional,"1. Progres Pelaksanaan Program Kerja dan Dukungan Anggaran BRIN TA 2025;
2. Lain - lain.",Rahasia,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi X DPR RI,Dibatalkan,22927
Komisi X,2025-04-28 10:00:00,"Rapat Dengar Pendapat Komisi X DPR RI dengan Kepala Badan Pusat Statistik,","1. Progres Pelaksanaan Program Kerja dan Dukungan Anggaran BPS TA 2025;
2. Lain - lain.",Tertutup,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,22926
Komisi VI,2025-04-28 14:16:00,RDPU Komisi VI DPR RI dengan Perwakilan Paguyuban Karyawan PT Kertas Leces (Persero),Audiensi terkait Permohonan Advokasi karyawan PT Kertas Leces untuk mendapatkan hak – hak normatif berupa gaji terhutang dan pesangon terhutang yang di bayar oleh manajemen PT Kertas Leces (Persero).,Terbuka,Kunjungan Kerja,120.0,Ruang rapat Komisi VI DPR RI,Terjadwal,22925
Komisi VI,2025-04-28 10:19:00,"RDPU Komisi VI DPR RI dengan: 
1. Aliansi Masyarakat Rempang Galang Bersatu (AMAR-GB). 
2. Masyarakat Desa Gobah Kecamatan Tambang.","1. Audiensi terkait penolakan Masyarakat Adat Tempatan Pulau Rempang perihal keberadaan PSN Rempang Eco City yang akan menyingkirkan masyarakat dan menghilangkan identitas kultural Masyarakat Melayu. 
2. Audiensi terkait permohonan/bantuan pengembalian tanah ulayat yang dimanfaatkan PTPN Kebun Sei Pagar.",Terbuka,Kunjungan Kerja,120.0,Ruang rapat Komisi VI DPR RI,Terjadwal,22924
Komisi XI,2025-04-28 10:00:00,Rapat Kerja Komisi XI dengan Anggota DK OJK,"Rancangan POJK tentang Pemberian Kemudahan Akses Pembiayaan kepada Usaha Mikro, Kecil dan Menengah",Rahasia,Rapat Kerja,120.0,Ruang Rapat Komisi XI,Terjadwal,22923
Komisi II,2025-04-29 13:00:00,Raker dan RDP Komisi II DPR RI dengan Menteri Dalam Negeri RI dan Para Gubernur,"-	Membahas terkait Penyelenggaraan Pemerintah Daerah;
-	Membahas terkait dana transfer pusat ke daerah; 
-	Membahas terkait Badan Usaha Milik Daerah (BUMD) dan Badan Layanan Umum Daerah (BLUD); dan
-	Membahas terkait pengelolaan kepegawaian.
",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi II DPR RI ,Terjadwal,22922
Komisi VIII,2025-04-28 13:00:00,"RDP Komisi VIII DPR RI dengan Para Kepala Kanwil Kemenag Provinsi Embarkasi Haji Indonesia dan Dirut PT. Garuda Indonesia, serta RDPU dengan Dirut PT. Lion Air dan Dirut PT. Saudi Airlines","1.) Pembahasan Persiapan Penyelenggaraan Ibadah Haji Tahun 1446 H/ 2025M;
2.) Isu-isu Aktual",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,22921
Komisi IX,2025-04-28 13:00:00,"Rapat Kerja Komisi IX DPR RI:
1. Menteri Pelindungan Pekerja Migran Indonesia/BP2MI
2. Sekjen Kementerian Ketenagakerjaan RI
3. Atase Ketenagakerjaan di Arab Saudi","1. Membahas rencana pencabutan moratorium penempatan Pekerja Migran Indonesia (PMI) di Arab Saudi.
2. Membahas implementasi tata kelola pelindungan yang komprehensif
bagi Pekerja Migran Indonesia (PMI) sebelum keberangkatan, selama
bekerja dan kepulangan ke tanah air.
3. Membahas penguatan peran Atase Ketenagakerjaan (Atnaker) dalam
hal pengawasan dan perlindungan serta integrasi data Pekerja Migran
Indonesia (PMI) di Arab Saudi.
4. Membahas mekanisme pemberian bantuan hukum dan perlindungan
bagi Pekerja Migran Indonesia (PMI) dari eksploitasi dan kekerasan.
5. Evaluasi penanganan PMI yang menjadi korban TPPO khususnya di
negara Kamboja, Myanmar dan Laos",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22920
Komisi II,2025-04-28 10:00:00,Raker dan RDP Komisi II DPR RI dengan Menteri Dalam Negeri RI dan Para Gubernur ,"-	Membahas terkait Penyelenggaraan Pemerintah Daerah;
-	Membahas terkait dana transfer pusat ke daerah; 
-	Membahas terkait Badan Usaha Milik Daerah (BUMD) dan Badan
Layanan Umum Daerah (BLUD); dan
-	Membahas terkait pengelolaan kepegawaian.
",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi II DPR RI ,Terjadwal,22919
Badan Kehormatan,2025-03-17 13:48:00,Rapat Pleno Badan Legislasi DPR RI Dalam Rangka Pengambilan Keputusan atas Hasil Penyusunan Rancangan Undang-Undang tentang Perubahan Ketiga atas Undang-Undang Nomor 18 Tahun 2017 tentang Pelindungan Pekerja Migran Indonesia,Pengambilan Keputusan atas Hasil Penyusunan Rancangan Undang-Undang tentang Perubahan Ketiga atas Undang-Undang Nomor 18 Tahun 2017 tentang Pelindungan Pekerja Migran Indonesia,Terbuka,Workshop / Bimtek,116.0,"Ruang Rapat Baleg DPR RI, Gedung Nusantara I Lt. 1, Jalan Jenderal Gatot Soebroto, Jakarta 10270",Terjadwal,22918
Komisi XI,2025-04-24 13:00:00,Rapat Internal Komisi XI,Pembahasan Jadwal Komisi XI DPR RI,Rahasia,Rapat Gabungan,120.0,"Ruang Rapat Komisi XI DPR RI, Gedung Nusantara I",Terjadwal,22917
Komisi VII,2025-04-24 10:00:00,"Rapat Dengar Pendapat Panja RUU tentang Kepariwisataan Komisi VII DPR RI 
Kamis, 24 April 2025",Pembahasan DIM RUU Kepariwisataan,Tertutup,Rapat Dengar Pendapat,120.0,Hotel Le Meridien,Terjadwal,22916
Badan Kehormatan,2025-03-03 13:36:00,"Pleno Harmonisasi Rangka Harmonisasi 10 RUU tentang Kabupaten/Kota di Provinsi Gorontalo, Sulawesi Tenggara, dan Sulawesi Utara","Keterangan Pengusul (Komisi II DPR RI) Dalam Rangka Harmonisasi 10 RUU tentang Kabupaten/Kota di Provinsi Gorontalo, Sulawesi Tenggara, dan Sulawesi Utara",Terbuka,Workshop / Bimtek,116.0,"Ruang Rapat Baleg DPR RI, Gedung Nusantara I Lt. 1, Jalan Jenderal Gatot Soebroto, Jakarta 10270",Terjadwal,22915
Komisi II,2025-04-24 13:00:00,"Raker dan RDP Komisi II DPR RI Dengan Menteri Dalam Negeri; dan Dirjen Keuangan Daerah Kementerian Dalam Negeri RI.
","- Penjelasan terkait BUMD, BLUD, dan Barang Milik Negara; dan
- Pengawasan Dana Transfer Pusat ke Daerah.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi II DPR RI ,Terjadwal,22914
Komisi II,2025-04-24 10:00:00,RDP Komisi II DPR RI dengan Dirjen Otonomi Daerah Kemendagri,Pembahasan terkait RPP ttg Penataan Daerah & RPP tentang Desain Besar Penataan Daerah.,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi II DPR RI ,Terjadwal,22913
Komisi II,,RDP Komisi II DPR RI dengan Dirjen Otonomi Daerah Kemendagri,Pembahasan terkait RPP ttg Penataan Daerah & RPP tentang Desain Besar Penataan Daerah.,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi II DPR RI ,Dibatalkan,22912
Komisi II,,RDP Komisi II DPR RI dengan Dirjen Otonomi Daerah Kemendagri,Pembahasan terkait RPP ttgPenataan Daerah & RPP tentang Desain Besar Penataan Daerah.,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi II DPR RI ,Dibatalkan,22911
Komisi II,,RDP Komisi II DPR RI dengan Dirjen Otonomi Daerah Kemendagri,Pembahasan terkait Rancanga Peraturan Pemerintah tentang Penataan Daerah dan Rancangan Peraturan Pemerintah tentang Desain Besar Penataan Daerah.,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi II DPR RI ,Terjadwal,22910
Komisi II,,RDP Komisi II DPR RI dengan Dirjen Otonomi Daerah Kementerian Dalam Negeri RI.,Pembahasan terkait Rancanga Peraturan Pemerintah tentang Penataan Daerah dan Rancangan Peraturan Pemerintah tentang Desain Besar Penataan Daerah.,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi II DPR RI ,Terjadwal,22909
Komisi X,2025-04-24 10:00:00,Rapat Dengar Pendapat Komisi X DPR RI dengan Kepala Perpustakaan Nasional RI,"1. Progres Pelaksanaan Program Kerja dan Dukungan Anggaran Perpusnas RI TA 2025.
2. Lain-lain.",Rahasia,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,22908
,2025-04-17 13:00:00,Rapat Internal Komisi XII DPR RI,"1.	Menetapkan Jadwal Acara Rapat Komisi XII DPR RI Masa Persidangan III Tahun Sidang 2024-2025;
2.	Menetapkan Daerah Tujuan Kunker Reses Masa Persidangan III Tahun Sidang 2024-2025, yaitu:
a.	Provinsi Jambi (Petrochina International Jabung Ltd, dll);
b.	Provinsi Kalimantan Timur (PT MSJ, PT Berau Coal Tbk, dll)
c.	Provinsi Kalimantan Selatan (Perusahaan Pertambangan Batubara PT Adaro Energy)
3.	Lain-lain.
",Tertutup,Rapat Gabungan,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,22907
Komisi VI,2025-04-24 14:13:00,"RDPU Panja Penyusunan Naskah Akademik dan RUU tentang Perlindungan Konsumen Komisi VI DPR RI dengan:
1. Dirjen Perlindungan Konsumen dan Tertib Niaga Kementerian Perdaganagan RI
2. Ketua Umum Asosiasi Perusahaan Jasa Pengiriman Ekspres Indonesia",1. ,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi VI DPR RI,Terjadwal,22906
,2025-04-22 10:40:00,Rapat Audiensi Komisi XII DPR RI dengan Panitia Khusus DPRD Provinsi Jambi,Konsultasi terkait Participating Interest (PI) 10% Migas di Wilayah Provinsi Jambi,Terbuka,Rapat Internal,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,22905
,2025-04-23 15:17:00,Rapat Dengar Pendapat Komisi XII DPR RI dengan Dirjen Ketenagalistrikan KESDM RI dan Dirut PT PLN (Persero),"1.	Penjelasan kesesuaian RUKN dan RUPTL
2.	Lain-lain
",Tertutup,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,22904
Badan Kehormatan,2025-04-24 13:00:00,BADAN LEGISLASI DPR RI (Pleno) RDP dalam rangka penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ,"RDP dengan :
1. Kementerian Sosial (Dirjen Pemberdayaan Sosial)
2. Badan Perencanaan Pembangunan Nasional (Direktur Perencanaan Makro Analisis Statistik)
3. Kementerian Perindustrian (Kepala Pusat Data dan Informasi)",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Badan Legislasi,Terjadwal,22903
Badan Kehormatan,2025-04-24 10:00:00,BADAN LEGISLASI DPR RI RDPU dalam rangka penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ,"RDPU dengan :
1. PT Pupuk Indonesia
2. PT Pertamina
3. PT PLN
4. Perum Bulog
",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Badan Legislasi,Terjadwal,22902
,2025-04-23 13:37:00,"Rapat Dengar Pendapat Umum/ Audiensi dengan Kuasa Hukum Mantan Karyawan Oriental Circus Indonesia (OCl), Komisi Nasional HAM, Komisi Nasional Perempuan, dan Dirjen Kementerian HAM RI ",RDPU/Audiensi terkait pengaduan pelanggaran HAM terhadap Eks karyawan OCl,Terbuka,Kunjungan Kerja,120.0,"Ruang Rapat Komisi XIII, Pansus B",Terjadwal,22901
Komisi IX,2025-04-24 13:00:00,Rapat Internal Panja Pengawasan Komisi IX DPR RI mengenai Pelindungan Tenaga Kerja Migran ,Penyusunan program kerja dan kegiatan Panja,Tertutup,Seminar / Diskusi,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22900
Komisi IX,2025-04-24 12:00:00,RDPU / Audiensi Komisi IX DPR RI dengan DPRD Kab. Cirebon,Konsultasi Problematika Universal Health Coverage BPJS di Kab. Cirebon,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22899
Komisi IX,2025-04-24 10:00:00,RDPU / Audiensi Komisi IX DPR RI dengan Fakultas Kesehatan Masyarakat Universitas Indonesia,Usulan Perbaikan Regulasi dan Implementasi Program Kesehatan,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22898
Badan Legislasi,2022-09-26 10:30:00,Rapat Pimpinan DPR RI,Membahas Surat-surat Masuk dan lain-lain,Tertutup,Kegiatan Eksternal,83.0,"Ruang Rapat Pansus B, Gedung Nusantara II Lantai 3",Terjadwal,22897
Komisi VII,2025-04-23 10:00:00,"Rapat Dengar Pendapat Panja RUU tentang Kepariwisataan Komisi VII DPR RI
Rabu, 23 April 2025",Pembahasan DIM RUU Kepariwisataan,Tertutup,Rapat Dengar Pendapat,120.0,Hotel Le Meridien,Terjadwal,22896
Komisi VI,2025-04-24 11:01:00,RDP Komisi VI DPR RI dengan Kepala Badan Keahlian DPR RI,Progres report NA dan RUU tentang Perlindungan Konsumen serta masukan substansi Komisi VI DPR RI.,Terbuka,Rapat Dengar Pendapat,120.0,Ruang rapat Komisi VI DPR RI,Terjadwal,22895
Komisi VI,2025-04-23 10:39:00,"RDP Komisi VI DPR RI dengan: 
1. Direktur Utama Perum Jasa Tirta I beserta subholding. 
2. Direktur Utama Perum Jasa Tirta II beserta subholding, ","1. Perkenalan mitra kerja Komisi VI DPR RI;
2. Evaluasi kinerja korporasi Tahun 2024
3. Penyampaian rencana kerja dan roadmap korporasi Tahun 
2025; dan
4. Lain-Lain.",Terbuka,Rapat Dengar Pendapat,120.0,Ruang rapat Komisi VI DPR RI,Terjadwal,22894
Komisi VII,2025-04-24 14:00:00,Rapat Dengar Pendapat Umum Komisi VII DPR RI dengan YLBHI LBH Yogyakarta dan Komunitas UMKM DIY,Menerima Audiensi dengan YLBHI LBH Yogyakarta dan Komunitas UMKM DIY,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi VII DPR RI,Terjadwal,22893
Komisi VII,2025-04-22 14:00:00,Rapat Dengar Pendapat Panja RUU tentang Kepariwisataan Komisi VII DPR RI,Pembahasan DIM RUU Kepariwisataan,Tertutup,Rapat Dengar Pendapat,120.0,Hotel Le Meridien,Terjadwal,22892
Komisi X,2025-04-23 16:00:00,"Rapat Kerja Komisi X DPR RI dengan Menteri Pendidikan Tinggi, Sains, dan Teknologi RI","1. Progres Pelaksanaan Program Kerja dan Dukungan Anggaran Kemdiktisaintek TA 2025.
2. Lain-lain.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,22891
Komisi X,2025-04-23 13:30:00,Rapat Kerja Komisi X DPR RI dengan Menteri Pemuda dan Olahraga RI,"1. Progres Pelaksanaan Program Kerja dan Dukungan Anggaran Kemenpora TA 2025;
2. Lain - lain.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,22890
Komisi X,2025-04-23 10:00:00,Rapat Kerja Komisi X DPR RI dengan Menteri Kebudayaan RI,"1. Progres Pelaksanaan Program Kerja dan Dukungan Anggaran Kementerian Kebudayaan TA 2025;
2. Lain - lain.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,22889
Komisi V,2025-04-24 13:00:00,Raker Komisi V DPR RI dengan Menteri Perhubungan,"1. Membahas Program Kerja APBN TA 2025 (Pagu sebelum dan setelah efesiensi)
2. Membahas Hasil Pemeriksaan BPK RI Semester I Tahun 2024,
3. dan lain-lain.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi V DPR RI (KK.V),Dibatalkan,22888
Komisi V,2025-04-23 10:00:00,"Raker RDP Komisi V DPR RI dengan Menteri Pekerjaan Umum, Menteri Perhubungan, Kepala BMKG dan Kepala BNPP/Basarnas",Membahas evaluasi pelaksanaan Infrastruktur & Transportasi pada arus mudik & arus balik Lebaran Tahun 2025,Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi V DPR RI (KK.V),Terjadwal,22887
,2025-04-23 10:00:00,"Badan Aspirasi Masyarakat DPR RI RDPU dengan Dewan Presidium Pusat Koalisi Ojol Nasional
",Mendengarkan Aspirasi dari Koalisi Ojol Nasional terkait ketidakjelasan Status Pekerjaaan dan Hubungan Kerja Kemitraan dengan Pihak Perusahaan Aplikator,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat BAM DPR RI Gedung Nusantara II lantai 2 ,Terjadwal,22886
Badan Kehormatan,2025-04-23 13:00:00,"BADAN LEGISLASI DPR RI RDP dengan :
1. Kementerian Komunikasi dan Digital (Dirjen Pengawasan Ruang Digital)
2. Kementerian Perdagangan (Dirjen Perdagangan Dalam Negeri)
dalam rangka penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ","RDP dengan :
1. Kementerian Komunikasi dan Digital (Dirjen Pengawasan Ruang Digital)
2. Kementerian Perdagangan (Dirjen Perdagangan Dalam Negeri)
dalam rangka penyusunan RUU tentang Perubahan UU No.16 Tahun 1997 tentang Statistik ",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Badan Legislasi,Terjadwal,22885
Komisi IX,2025-04-23 13:30:00,Rapat Internal Panja RUU tentang Perubahan Ketiga atas Undang-Undang Nomor 13 Tahun 2003 tentang Ketenagakerjaan  ,Penyusunan program kerja dan kegiatan Panja,Tertutup,Seminar / Diskusi,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,22884
